LOCALITA',STAZIONE,STATO,SPECIE,PARAMETRO,TIPO DATO,UNITA' DI MISURA,DATA,ANNO,MESE,DATO,LATITUDINE,LONGITUDINE,CHIAVE
Grado - Morgo,Spiaggia,dismessa,,direzione vento,ambientali,,28/07/2009,2009,7,E,45.69801666666667,13.32265,11724002222
Barcola - Trieste,ex CEDAS,attiva,,nitriti,nutrienti,µM-N,28/07/2014,2014,7,"0,09",45.68695,13.745716666666667,11634184817
Grado - Morgo,Spiaggia,dismessa,,altezza onda,ambientali,m,28/07/2009,2009,7,ASSENTE,45.69801666666667,13.32265,11724002224
Grado - Morgo,Spiaggia,dismessa,,provenienza onda,ambientali,,28/07/2009,2009,7,ASSENTE,45.69801666666667,13.32265,11724002225
Barcola - Trieste,ex CEDAS,attiva,,nitrati,nutrienti,µM-N,28/07/2014,2014,7,"2,74",45.68695,13.745716666666667,11634184818
Barcola - Trieste,ex CEDAS,attiva,,fosfati,nutrienti,µM-P,28/07/2014,2014,7,"0,1",45.68695,13.745716666666667,11634184819
Punta Sottile - Muggia,Terrazza mare,attiva,,direzione vento,ambientali,,11/08/2009,2009,8,ASSENTE,45.60555,13.72195,11614003622
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,ammonio,nutrienti,µM-N,29/07/2014,2014,7,"1,09",45.749116666666666,13.655783333333334,11664184916
Punta Sottile - Muggia,Terrazza mare,attiva,,altezza onda,ambientali,m,11/08/2009,2009,8,ASSENTE,45.60555,13.72195,11614003624
Punta Sottile - Muggia,Terrazza mare,attiva,,provenienza onda,ambientali,,11/08/2009,2009,8,ASSENTE,45.60555,13.72195,11614003625
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,nitriti,nutrienti,µM-N,29/07/2014,2014,7,"0,18",45.749116666666666,13.655783333333334,11664184917
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,nitrati,nutrienti,µM-N,29/07/2014,2014,7,"4,19",45.749116666666666,13.655783333333334,11664184918
Grignano - Trieste,Diga porto,dismessa,,direzione vento,ambientali,,11/08/2009,2009,8,ASSENTE,45.7051,13.710883333333333,11644003622
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,fosfati,nutrienti,µM-P,29/07/2014,2014,7,"0,06",45.749116666666666,13.655783333333334,11664184919
Grignano - Trieste,Diga porto,dismessa,,altezza onda,ambientali,m,11/08/2009,2009,8,ASSENTE,45.7051,13.710883333333333,11644003624
Grignano - Trieste,Diga porto,dismessa,,provenienza onda,ambientali,,11/08/2009,2009,8,ASSENTE,45.7051,13.710883333333333,11644003625
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,ammonio,nutrienti,µM-N,29/07/2014,2014,7,"2,58",45.76743333333334,13.6308,11674184916
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,nitriti,nutrienti,µM-N,29/07/2014,2014,7,"0,12",45.76743333333334,13.6308,11674184917
Duino - Aurisina,Diga porto di Duino,dismessa,,direzione vento,ambientali,,11/08/2009,2009,8,ASSENTE,45.77333333333333,13.598466666666667,11684003622
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,nitrati,nutrienti,µM-N,29/07/2014,2014,7,"3,24",45.76743333333334,13.6308,11674184918
Duino - Aurisina,Diga porto di Duino,dismessa,,altezza onda,ambientali,m,11/08/2009,2009,8,ASSENTE,45.77333333333333,13.598466666666667,11684003624
Duino - Aurisina,Diga porto di Duino,dismessa,,provenienza onda,ambientali,,11/08/2009,2009,8,ASSENTE,45.77333333333333,13.598466666666667,11684003625
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,fosfati,nutrienti,µM-P,29/07/2014,2014,7,"0,06",45.76743333333334,13.6308,11674184919
Punta Sottile - Muggia,Terrazza mare,attiva,,ammonio,nutrienti,µM-N,18/08/2014,2014,8,"1,15",45.60555,13.72195,11614186916
Grado - Morgo,Spiaggia,dismessa,,direzione vento,ambientali,,11/08/2009,2009,8,SSO,45.69801666666667,13.32265,11724003622
Punta Sottile - Muggia,Terrazza mare,attiva,,nitriti,nutrienti,µM-N,18/08/2014,2014,8,"0,08",45.60555,13.72195,11614186917
Grado - Morgo,Spiaggia,dismessa,,altezza onda,ambientali,m,11/08/2009,2009,8,ASSENTE,45.69801666666667,13.32265,11724003624
Grado - Morgo,Spiaggia,dismessa,,provenienza onda,ambientali,,11/08/2009,2009,8,ASSENTE,45.69801666666667,13.32265,11724003625
Punta Sottile - Muggia,Terrazza mare,attiva,,nitrati,nutrienti,µM-N,18/08/2014,2014,8,"1,88",45.60555,13.72195,11614186918
Punta Sottile - Muggia,Terrazza mare,attiva,,fosfati,nutrienti,µM-P,18/08/2014,2014,8,"0,03",45.60555,13.72195,11614186919
Punta Sottile - Muggia,Terrazza mare,attiva,,direzione vento,ambientali,,25/08/2009,2009,8,ONO,45.60555,13.72195,11614005022
Barcola - Trieste,ex CEDAS,attiva,,ammonio,nutrienti,µM-N,18/08/2014,2014,8,"1,14",45.68695,13.745716666666667,11634186916
Punta Sottile - Muggia,Terrazza mare,attiva,,altezza onda,ambientali,m,25/08/2009,2009,8,ASSENTE,45.60555,13.72195,11614005024
Punta Sottile - Muggia,Terrazza mare,attiva,,provenienza onda,ambientali,,25/08/2009,2009,8,ASSENTE,45.60555,13.72195,11614005025
Barcola - Trieste,ex CEDAS,attiva,,nitriti,nutrienti,µM-N,18/08/2014,2014,8,"0,08",45.68695,13.745716666666667,11634186917
Barcola - Trieste,ex CEDAS,attiva,,nitrati,nutrienti,µM-N,18/08/2014,2014,8,"3,03",45.68695,13.745716666666667,11634186918
Grignano - Trieste,Diga porto,dismessa,,direzione vento,ambientali,,25/08/2009,2009,8,ONO,45.7051,13.710883333333333,11644005022
Barcola - Trieste,ex CEDAS,attiva,,fosfati,nutrienti,µM-P,18/08/2014,2014,8,"0,02",45.68695,13.745716666666667,11634186919
Grignano - Trieste,Diga porto,dismessa,,altezza onda,ambientali,m,25/08/2009,2009,8,ASSENTE,45.7051,13.710883333333333,11644005024
Grignano - Trieste,Diga porto,dismessa,,provenienza onda,ambientali,,25/08/2009,2009,8,ASSENTE,45.7051,13.710883333333333,11644005025
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,ammonio,nutrienti,µM-N,18/08/2014,2014,8,"1,44",45.749116666666666,13.655783333333334,11664186916
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,nitriti,nutrienti,µM-N,18/08/2014,2014,8,"0,14",45.749116666666666,13.655783333333334,11664186917
Duino - Aurisina,Diga porto di Duino,dismessa,,direzione vento,ambientali,,25/08/2009,2009,8,ONO,45.77333333333333,13.598466666666667,11684005022
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,nitrati,nutrienti,µM-N,18/08/2014,2014,8,"3,17",45.749116666666666,13.655783333333334,11664186918
Duino - Aurisina,Diga porto di Duino,dismessa,,altezza onda,ambientali,m,25/08/2009,2009,8,ASSENTE,45.77333333333333,13.598466666666667,11684005024
Duino - Aurisina,Diga porto di Duino,dismessa,,provenienza onda,ambientali,,25/08/2009,2009,8,ASSENTE,45.77333333333333,13.598466666666667,11684005025
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,fosfati,nutrienti,µM-P,18/08/2014,2014,8,"0,09",45.749116666666666,13.655783333333334,11664186919
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,ammonio,nutrienti,µM-N,18/08/2014,2014,8,"1,01",45.76743333333334,13.6308,11674186916
Grado - Morgo,Spiaggia,dismessa,,direzione vento,ambientali,,25/08/2009,2009,8,NNE,45.69801666666667,13.32265,11724005022
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,nitriti,nutrienti,µM-N,18/08/2014,2014,8,"0,1",45.76743333333334,13.6308,11674186917
Grado - Morgo,Spiaggia,dismessa,,altezza onda,ambientali,m,25/08/2009,2009,8,ASSENTE,45.69801666666667,13.32265,11724005024
Grado - Morgo,Spiaggia,dismessa,,provenienza onda,ambientali,,25/08/2009,2009,8,ASSENTE,45.69801666666667,13.32265,11724005025
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,nitrati,nutrienti,µM-N,18/08/2014,2014,8,"4,12",45.76743333333334,13.6308,11674186918
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,fosfati,nutrienti,µM-P,18/08/2014,2014,8,"0,02",45.76743333333334,13.6308,11674186919
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,direzione vento,ambientali,,01/10/2009,2009,10,NNE,45.749116666666666,13.655783333333334,11664008722
Punta Sottile - Muggia,Terrazza mare,attiva,,ammonio,nutrienti,µM-N,15/09/2014,2014,9,"0,12",45.60555,13.72195,11614189716
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,altezza onda,ambientali,m,01/10/2009,2009,10,ASSENTE,45.749116666666666,13.655783333333334,11664008724
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,provenienza onda,ambientali,,01/10/2009,2009,10,ASSENTE,45.749116666666666,13.655783333333334,11664008725
Punta Sottile - Muggia,Terrazza mare,attiva,,nitriti,nutrienti,µM-N,15/09/2014,2014,9,"0,04",45.60555,13.72195,11614189717
Punta Sottile - Muggia,Terrazza mare,attiva,,nitrati,nutrienti,µM-N,15/09/2014,2014,9,"0,3",45.60555,13.72195,11614189718
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,direzione vento,ambientali,,07/10/2009,2009,10,NNE,45.749116666666666,13.655783333333334,11664009322
Punta Sottile - Muggia,Terrazza mare,attiva,,fosfati,nutrienti,µM-P,15/09/2014,2014,9,"0,01",45.60555,13.72195,11614189719
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,altezza onda,ambientali,m,07/10/2009,2009,10,ASSENTE,45.749116666666666,13.655783333333334,11664009324
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,provenienza onda,ambientali,,07/10/2009,2009,10,ASSENTE,45.749116666666666,13.655783333333334,11664009325
Barcola - Trieste,ex CEDAS,attiva,,ammonio,nutrienti,µM-N,15/09/2014,2014,9,"1,18",45.68695,13.745716666666667,11634189716
Barcola - Trieste,ex CEDAS,attiva,,nitriti,nutrienti,µM-N,15/09/2014,2014,9,"0,11",45.68695,13.745716666666667,11634189717
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,direzione vento,ambientali,,07/10/2009,2009,10,NNE,45.76743333333334,13.6308,11674009322
Barcola - Trieste,ex CEDAS,attiva,,nitrati,nutrienti,µM-N,15/09/2014,2014,9,"6,67",45.68695,13.745716666666667,11634189718
Barcola - Trieste,ex CEDAS,attiva,,fosfati,nutrienti,µM-P,15/09/2014,2014,9,"0,03",45.68695,13.745716666666667,11634189719
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,ammonio,nutrienti,µM-N,15/09/2014,2014,9,"1,17",45.749116666666666,13.655783333333334,11664189716
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,altezza onda,ambientali,m,07/10/2009,2009,10,ASSENTE,45.76743333333334,13.6308,11674009324
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,provenienza onda,ambientali,,07/10/2009,2009,10,ASSENTE,45.76743333333334,13.6308,11674009325
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,nitriti,nutrienti,µM-N,15/09/2014,2014,9,"0,2",45.749116666666666,13.655783333333334,11664189717
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,nitrati,nutrienti,µM-N,15/09/2014,2014,9,"15,2",45.749116666666666,13.655783333333334,11664189718
S. Bartolomeo - Muggia,Campeggio Polizia,dismessa,,direzione vento,ambientali,,25/05/2010,2010,5,SO,45.59665,13.723033333333333,11604032322
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,fosfati,nutrienti,µM-P,15/09/2014,2014,9,"0,05",45.749116666666666,13.655783333333334,11664189719
S. Bartolomeo - Muggia,Campeggio Polizia,dismessa,,altezza onda,ambientali,m,25/05/2010,2010,5,ASSENTE,45.59665,13.723033333333333,11604032324
S. Bartolomeo - Muggia,Campeggio Polizia,dismessa,,provenienza onda,ambientali,,25/05/2010,2010,5,ASSENTE,45.59665,13.723033333333333,11604032325
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,ammonio,nutrienti,µM-N,15/09/2014,2014,9,"1,69",45.76743333333334,13.6308,11674189716
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,nitriti,nutrienti,µM-N,15/09/2014,2014,9,"0,16",45.76743333333334,13.6308,11674189717
Trieste,"Stabilimento balneare ""Lanterna""",dismessa,,direzione vento,ambientali,,25/05/2010,2010,5,ONO,45.64816666666667,13.753766666666667,11624032322
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,nitrati,nutrienti,µM-N,15/09/2014,2014,9,"20,5",45.76743333333334,13.6308,11674189718
Trieste,"Stabilimento balneare ""Lanterna""",dismessa,,altezza onda,ambientali,m,25/05/2010,2010,5,ASSENTE,45.64816666666667,13.753766666666667,11624032324
Trieste,"Stabilimento balneare ""Lanterna""",dismessa,,provenienza onda,ambientali,,25/05/2010,2010,5,ASSENTE,45.64816666666667,13.753766666666667,11624032325
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,fosfati,nutrienti,µM-P,15/09/2014,2014,9,"0,01",45.76743333333334,13.6308,11674189719
Barcola - Trieste,ex CEDAS,attiva,,ammonio,nutrienti,µM-N,24/09/2014,2014,9,"1,14",45.68695,13.745716666666667,11634190616
Barcola - Trieste,ex CEDAS,attiva,,direzione vento,ambientali,,25/05/2010,2010,5,O,45.68695,13.745716666666667,11634032322
Barcola - Trieste,ex CEDAS,attiva,,nitriti,nutrienti,µM-N,24/09/2014,2014,9,"0,1",45.68695,13.745716666666667,11634190617
Barcola - Trieste,ex CEDAS,attiva,,altezza onda,ambientali,m,25/05/2010,2010,5,ASSENTE,45.68695,13.745716666666667,11634032324
Barcola - Trieste,ex CEDAS,attiva,,provenienza onda,ambientali,,25/05/2010,2010,5,ASSENTE,45.68695,13.745716666666667,11634032325
Barcola - Trieste,ex CEDAS,attiva,,nitrati,nutrienti,µM-N,24/09/2014,2014,9,1,45.68695,13.745716666666667,11634190618
Barcola - Trieste,ex CEDAS,attiva,,fosfati,nutrienti,µM-P,24/09/2014,2014,9,"0,01",45.68695,13.745716666666667,11634190619
Filtri - Duino-Aurisina,Diga porticciolo,dismessa,,direzione vento,ambientali,,27/05/2010,2010,5,O,45.74101666666667,13.668983333333333,11654032522
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,ammonio,nutrienti,µM-N,24/09/2014,2014,9,"0,87",45.749116666666666,13.655783333333334,11664190616
Filtri - Duino-Aurisina,Diga porticciolo,dismessa,,altezza onda,ambientali,m,27/05/2010,2010,5,ASSENTE,45.74101666666667,13.668983333333333,11654032524
Filtri - Duino-Aurisina,Diga porticciolo,dismessa,,provenienza onda,ambientali,,27/05/2010,2010,5,ASSENTE,45.74101666666667,13.668983333333333,11654032525
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,nitriti,nutrienti,µM-N,24/09/2014,2014,9,"0,1",45.749116666666666,13.655783333333334,11664190617
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,nitrati,nutrienti,µM-N,24/09/2014,2014,9,"2,04",45.749116666666666,13.655783333333334,11664190618
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,direzione vento,ambientali,,27/05/2010,2010,5,ONO,45.749116666666666,13.655783333333334,11664032522
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,fosfati,nutrienti,µM-P,24/09/2014,2014,9,"0,05",45.749116666666666,13.655783333333334,11664190619
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,altezza onda,ambientali,m,27/05/2010,2010,5,ASSENTE,45.749116666666666,13.655783333333334,11664032524
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,provenienza onda,ambientali,,27/05/2010,2010,5,ASSENTE,45.749116666666666,13.655783333333334,11664032525
Punta Sottile - Muggia,Terrazza mare,attiva,,ammonio,nutrienti,µM-N,18/05/2015,2015,5,"0,35",45.60555,13.72195,11614214216
Punta Sottile - Muggia,Terrazza mare,attiva,,nitriti,nutrienti,µM-N,18/05/2015,2015,5,"0,04",45.60555,13.72195,11614214217
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,direzione vento,ambientali,,27/05/2010,2010,5,S,45.76743333333334,13.6308,11674032522
Punta Sottile - Muggia,Terrazza mare,attiva,,nitrati,nutrienti,µM-N,18/05/2015,2015,5,"2,22",45.60555,13.72195,11614214218
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,altezza onda,ambientali,m,27/05/2010,2010,5,ASSENTE,45.76743333333334,13.6308,11674032524
Punta Sottile - Muggia,Terrazza mare,attiva,,fosfati,nutrienti,µM-P,18/05/2015,2015,5,"0,1",45.60555,13.72195,11614214219
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,provenienza onda,ambientali,,27/05/2010,2010,5,ASSENTE,45.76743333333334,13.6308,11674032525
Barcola - Trieste,ex CEDAS,attiva,,ammonio,nutrienti,µM-N,18/05/2015,2015,5,"0,02",45.68695,13.745716666666667,11634214216
Barcola - Trieste,ex CEDAS,attiva,,nitriti,nutrienti,µM-N,18/05/2015,2015,5,"0,02",45.68695,13.745716666666667,11634214217
Marina Nova - Monfalcone,Spiaggia Camping - Isola Panzano Lido,dismessa,,direzione vento,ambientali,,26/05/2010,2010,5,S,45.78403333333333,13.545166666666667,11694032422
Barcola - Trieste,ex CEDAS,attiva,,nitrati,nutrienti,µM-N,18/05/2015,2015,5,"0,02",45.68695,13.745716666666667,11634214218
Marina Nova - Monfalcone,Spiaggia Camping - Isola Panzano Lido,dismessa,,altezza onda,ambientali,m,26/05/2010,2010,5,ASSENTE,45.78403333333333,13.545166666666667,11694032424
Marina Nova - Monfalcone,Spiaggia Camping - Isola Panzano Lido,dismessa,,provenienza onda,ambientali,,26/05/2010,2010,5,ASSENTE,45.78403333333333,13.545166666666667,11694032425
Barcola - Trieste,ex CEDAS,attiva,,fosfati,nutrienti,µM-P,18/05/2015,2015,5,"0,06",45.68695,13.745716666666667,11634214219
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,ammonio,nutrienti,µM-N,18/05/2015,2015,5,"1,11",45.749116666666666,13.655783333333334,11664214216
Staranzano - Monfalcone,Spiaggia - Lido di Staranzano,dismessa,,direzione vento,ambientali,,26/05/2010,2010,5,S,45.76586666666667,13.527766666666666,11704032422
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,nitriti,nutrienti,µM-N,18/05/2015,2015,5,"0,11",45.749116666666666,13.655783333333334,11664214217
Staranzano - Monfalcone,Spiaggia - Lido di Staranzano,dismessa,,altezza onda,ambientali,m,26/05/2010,2010,5,ASSENTE,45.76586666666667,13.527766666666666,11704032424
Staranzano - Monfalcone,Spiaggia - Lido di Staranzano,dismessa,,provenienza onda,ambientali,,26/05/2010,2010,5,ASSENTE,45.76586666666667,13.527766666666666,11704032425
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,nitrati,nutrienti,µM-N,18/05/2015,2015,5,"4,9",45.749116666666666,13.655783333333334,11664214218
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,fosfati,nutrienti,µM-P,18/05/2015,2015,5,"0,15",45.749116666666666,13.655783333333334,11664214219
Grado,Spiaggia - Lido del Carabiniere,dismessa,,direzione vento,ambientali,,26/05/2010,2010,5,S,45.6865,13.4451,11714032422
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,ammonio,nutrienti,µM-N,18/05/2015,2015,5,"0,38",45.76743333333334,13.6308,11674214216
Grado,Spiaggia - Lido del Carabiniere,dismessa,,altezza onda,ambientali,m,26/05/2010,2010,5,ASSENTE,45.6865,13.4451,11714032424
Grado,Spiaggia - Lido del Carabiniere,dismessa,,provenienza onda,ambientali,,26/05/2010,2010,5,ASSENTE,45.6865,13.4451,11714032425
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,nitriti,nutrienti,µM-N,18/05/2015,2015,5,"0,03",45.76743333333334,13.6308,11674214217
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,nitrati,nutrienti,µM-N,18/05/2015,2015,5,"1,69",45.76743333333334,13.6308,11674214218
Lignano Sabbiadoro,Spiaggia,dismessa,,direzione vento,ambientali,,31/05/2010,2010,5,ESE,45.66175,13.10955,11734032922
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,fosfati,nutrienti,µM-P,18/05/2015,2015,5,"0,07",45.76743333333334,13.6308,11674214219
Punta Sottile - Muggia,Terrazza mare,attiva,,ammonio,nutrienti,µM-N,22/06/2015,2015,6,"0,02",45.60555,13.72195,11614217716
Lignano Sabbiadoro,Spiaggia,dismessa,,provenienza onda,ambientali,,31/05/2010,2010,5,ESE,45.66175,13.10955,11734032925
Punta Sottile - Muggia,Terrazza mare,attiva,,nitriti,nutrienti,µM-N,22/06/2015,2015,6,"0,02",45.60555,13.72195,11614217717
Punta Sottile - Muggia,Terrazza mare,attiva,,nitrati,nutrienti,µM-N,22/06/2015,2015,6,"0,55",45.60555,13.72195,11614217718
Punta Sottile - Muggia,Terrazza mare,attiva,,direzione vento,ambientali,,28/06/2010,2010,6,O,45.60555,13.72195,11614035722
Punta Sottile - Muggia,Terrazza mare,attiva,,fosfati,nutrienti,µM-P,22/06/2015,2015,6,"0,04",45.60555,13.72195,11614217719
Punta Sottile - Muggia,Terrazza mare,attiva,,altezza onda,ambientali,m,28/06/2010,2010,6,ASSENTE,45.60555,13.72195,11614035724
Punta Sottile - Muggia,Terrazza mare,attiva,,provenienza onda,ambientali,,28/06/2010,2010,6,ASSENTE,45.60555,13.72195,11614035725
Barcola - Trieste,ex CEDAS,attiva,,ammonio,nutrienti,µM-N,22/06/2015,2015,6,"0,35",45.68695,13.745716666666667,11634217716
Barcola - Trieste,ex CEDAS,attiva,,nitriti,nutrienti,µM-N,22/06/2015,2015,6,"0,02",45.68695,13.745716666666667,11634217717
Trieste,"Stabilimento balneare ""Lanterna""",dismessa,,direzione vento,ambientali,,28/06/2010,2010,6,O,45.64816666666667,13.753766666666667,11624035722
Barcola - Trieste,ex CEDAS,attiva,,nitrati,nutrienti,µM-N,22/06/2015,2015,6,"0,42",45.68695,13.745716666666667,11634217718
Trieste,"Stabilimento balneare ""Lanterna""",dismessa,,altezza onda,ambientali,m,28/06/2010,2010,6,ASSENTE,45.64816666666667,13.753766666666667,11624035724
Trieste,"Stabilimento balneare ""Lanterna""",dismessa,,provenienza onda,ambientali,,28/06/2010,2010,6,ASSENTE,45.64816666666667,13.753766666666667,11624035725
Barcola - Trieste,ex CEDAS,attiva,,fosfati,nutrienti,µM-P,22/06/2015,2015,6,"0,08",45.68695,13.745716666666667,11634217719
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,ammonio,nutrienti,µM-N,22/06/2015,2015,6,"0,53",45.749116666666666,13.655783333333334,11664217716
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,nitriti,nutrienti,µM-N,22/06/2015,2015,6,"0,07",45.749116666666666,13.655783333333334,11664217717
Barcola - Trieste,ex CEDAS,attiva,,direzione vento,ambientali,,28/06/2010,2010,6,O,45.68695,13.745716666666667,11634035722
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,nitrati,nutrienti,µM-N,22/06/2015,2015,6,"2,97",45.749116666666666,13.655783333333334,11664217718
Barcola - Trieste,ex CEDAS,attiva,,altezza onda,ambientali,m,28/06/2010,2010,6,ASSENTE,45.68695,13.745716666666667,11634035724
Barcola - Trieste,ex CEDAS,attiva,,provenienza onda,ambientali,,28/06/2010,2010,6,ASSENTE,45.68695,13.745716666666667,11634035725
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,fosfati,nutrienti,µM-P,22/06/2015,2015,6,"0,07",45.749116666666666,13.655783333333334,11664217719
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,ammonio,nutrienti,µM-N,22/06/2015,2015,6,"0,76",45.76743333333334,13.6308,11674217716
Filtri - Duino-Aurisina,Diga porticciolo,dismessa,,direzione vento,ambientali,,29/06/2010,2010,6,ASSENTE,45.74101666666667,13.668983333333333,11654035822
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,nitriti,nutrienti,µM-N,22/06/2015,2015,6,"0,07",45.76743333333334,13.6308,11674217717
Filtri - Duino-Aurisina,Diga porticciolo,dismessa,,altezza onda,ambientali,m,29/06/2010,2010,6,ASSENTE,45.74101666666667,13.668983333333333,11654035824
Filtri - Duino-Aurisina,Diga porticciolo,dismessa,,provenienza onda,ambientali,,29/06/2010,2010,6,ASSENTE,45.74101666666667,13.668983333333333,11654035825
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,nitrati,nutrienti,µM-N,22/06/2015,2015,6,"7,04",45.76743333333334,13.6308,11674217718
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,fosfati,nutrienti,µM-P,22/06/2015,2015,6,"0,05",45.76743333333334,13.6308,11674217719
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,direzione vento,ambientali,,29/06/2010,2010,6,ASSENTE,45.749116666666666,13.655783333333334,11664035822
Punta Sottile - Muggia,Terrazza mare,attiva,,ammonio,nutrienti,µM-N,06/07/2015,2015,7,"0,32",45.60555,13.72195,11614219116
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,altezza onda,ambientali,m,29/06/2010,2010,6,ASSENTE,45.749116666666666,13.655783333333334,11664035824
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,provenienza onda,ambientali,,29/06/2010,2010,6,ASSENTE,45.749116666666666,13.655783333333334,11664035825
Punta Sottile - Muggia,Terrazza mare,attiva,,nitriti,nutrienti,µM-N,06/07/2015,2015,7,"0,02",45.60555,13.72195,11614219117
Punta Sottile - Muggia,Terrazza mare,attiva,,nitrati,nutrienti,µM-N,06/07/2015,2015,7,"2,16",45.60555,13.72195,11614219118
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,direzione vento,ambientali,,29/06/2010,2010,6,ASSENTE,45.76743333333334,13.6308,11674035822
Punta Sottile - Muggia,Terrazza mare,attiva,,fosfati,nutrienti,µM-P,06/07/2015,2015,7,"0,05",45.60555,13.72195,11614219119
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,altezza onda,ambientali,m,29/06/2010,2010,6,ASSENTE,45.76743333333334,13.6308,11674035824
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,provenienza onda,ambientali,,29/06/2010,2010,6,ASSENTE,45.76743333333334,13.6308,11674035825
Barcola - Trieste,ex CEDAS,attiva,,ammonio,nutrienti,µM-N,06/07/2015,2015,7,"0,96",45.68695,13.745716666666667,11634219116
Barcola - Trieste,ex CEDAS,attiva,,nitriti,nutrienti,µM-N,06/07/2015,2015,7,"0,07",45.68695,13.745716666666667,11634219117
Marina Nova - Monfalcone,Spiaggia Camping - Isola Panzano Lido,dismessa,,direzione vento,ambientali,,29/06/2010,2010,6,OSO,45.78403333333333,13.545166666666667,11694035822
